reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
a83645df-fdc3-43fd-882d-28835a9eaa2d,Giwang Aliski,https://play-lh.googleusercontent.com/a-/ALV-UjVqQie-B2D1IK08CG_TO_wk7QC_OBvpqGlNx_7osrcdbAVr0SZG,"3-5 tahun, mari kita lihat kedepannya",1,1,3.7.0,2025-11-29 05:39:15,,,3.7.0
f539f31e-b074-46b7-b708-46fa7a1e7eec,Arnold Christopher,https://play-lh.googleusercontent.com/a-/ALV-UjXf9j1il8YpvjY0o5jR0JC6PvcuPi9qBmtX7JQcKb6DEqJOWXI,"hebat salut banget sama gamenya, kemarin masih oke"" aja akunnya besoknya tau"" udah ilang entah kemana woww banget",1,0,,2025-11-29 04:19:33,,,
c42985e9-b631-42da-8498-bfea31b22b58,Fitri Ana,https://play-lh.googleusercontent.com/a-/ALV-UjWxi4-yy_RZnRx_n1Kb3wVs74Pe94tBtEGbi-jsocZnE_NBV-8,Bad patch,1,0,3.7.0,2025-11-28 18:29:31,"We sincerely apologize for your unsatisfactory experience, Trailblazer. If you have any feedback or suggestions, please send us an email or contact Customer Service via in-game feedback to help us improve the game.",2025-11-29 13:19:42,3.7.0
a8f9636c-7f73-470f-9f7d-2bb92f652163,Zxcxy San,https://play-lh.googleusercontent.com/a-/ALV-UjW0SqItNbrieN9ALIrFRp4CpiBBrR0ism86mgWY0DUzf7GtxMU,ini developer nya maen gamenya ga sih😔,1,0,,2025-11-28 16:11:31,,,
67aad075-fca4-42f5-87b2-4549ce051b4b,Ahsan Naturo,https://play-lh.googleusercontent.com/a-/ALV-UjUc8K17ClrLdZ2SC0I3F7MwXPCUPrWSxZZFSj7-LBPwXxgWKhyR,"mekanik nya terlalu membosankan aku tidak bisa menghindari atau menangkis serangan musuh, kuharap ada mekanik tempur seperti di game expedition 33",2,0,3.7.0,2025-11-28 14:49:21,,,3.7.0
326e830f-e64f-4f08-8dc0-05a44d7e46bc,muhammad havi,https://play-lh.googleusercontent.com/a-/ALV-UjUtiSBSmUTJykLCUNjLeRQDBfkYMGrcil-BsyHOR9av7nQYTiM,"kapok gw maen game yoyo untung belom pernah top up males maen game yg kapitalis keterlaluan udh kgk ada pvpnya game kgk competitive, pelit musatin bansos aja itu jg marketing buat gacha selanjutnya karakter lama jadi terlihat sampah, kek gamenya",1,0,1.4.0,2025-11-28 13:10:06,,,1.4.0
cee8b5ac-357a-415d-9db0-9a20e576e4ac,Aqra Abqari,https://play-lh.googleusercontent.com/a/ACg8ocIggo6woR4bXeKCe8qLOT0xBo193JGqTxIAyOZUYzBgq7Gslw=mo,Pliss mohon admin jangan kasih char rate on pas mentok pity terus lah,1,0,,2025-11-28 13:02:40,,,
c5e156f1-1e78-4c9e-9abd-ca9e0badfc96,Secc Acc,https://play-lh.googleusercontent.com/a/ACg8ocK_3XkLpRYfFFmnf5w58zrUNAt_uYrIHH2fQddxSICT_v9UTg=mo,UDAH DOWLOAD DATA SAMPAI 60 HAN MALAH DISURUH ULANGG!! UDAH KECEWAAA BANGET PLISS,1,0,3.7.0,2025-11-28 10:05:13,,,3.7.0
a367284b-64d0-41c9-b448-e025d5035363,Sultan A,https://play-lh.googleusercontent.com/a-/ALV-UjUDGq2N-uRNdTaIRlay1_wjYpEEVqbt4L8gVigzXkeyygf2U6-p,"Game Powercreep gila, kalo ga Mao ketinggalan zaman harus full invest, hadeh",1,0,3.7.0,2025-11-28 09:45:40,,,3.7.0
410ecf39-4a3a-4e47-bc4d-f4793e92a447,Kirana Kirana,https://play-lh.googleusercontent.com/a-/ALV-UjUg6o5irI5IK4qU5M-FDk8mD3eP8ht5bQvneegBv3S92ajrVXo,aku mau bilang kenapa orang lain bisa main aku gk bisa ya aku nunggu sampe 2 jam gk bisa masuk ke dalam game nya terus pas aku nunggu 2 jam tiba tiba keluar sendiri padahal semua aman aman aja ruangan ku masih kosong banyak kenapa bisa gitu y tolong dong biarkan aku masuk ke dalam game nya lebih cepat kalo udah.... aku akan kasih bintang sempurna deh... pls developer nya pls dan satu lagi kalo bisa di percepatan masuk ke game nya ya dulu aku download terus aku masuk ku tunggu 2 jam gk mulai,3,0,,2025-11-28 06:06:40,,,
4eb26258-b547-4c34-9a15-e88279b4790c,Rover Huang,https://play-lh.googleusercontent.com/a-/ALV-UjVx1lyDKibKI7y3SgyjHLhZ6jp_Drthksi0f8IL5mzo4B4uvLFF,game bagus but yg masalah powercreep si b aj soalnya gamenya kan turn base apalagi cm fokus ke endgame JD y menurutku normal aj powercreep nya LUAR BIASA klo gd powercreep si char lama / B4 BS clear endgame nnti gdapat duit :v soalnya gausa gacha char meta/baru ya masing2 la,5,0,3.7.0,2025-11-27 21:37:42,,,3.7.0
86b88ef8-385d-4c5e-a8a3-d6e660a1882a,Pomond :D,https://play-lh.googleusercontent.com/a-/ALV-UjXqvLhgE5kz4fLhDm-MpC47sJXapnIDRHHq1GpAARBO9oh0_7PT1Q,GUA GACHA G DPT MY BINI ON OL GILIRAN DI WUWEK DPT ON OL DASAR KIKIR AHH BETE,1,0,1.5.0,2025-11-27 10:29:51,,,1.5.0
539c8cb0-3b9d-4f43-afea-25cb9a419725,BAYU Al1122,https://play-lh.googleusercontent.com/a-/ALV-UjWlYEelQpl7yNC1Bt13A37COFI1m_886IcQZN7FxBrVQyIcblxg,Saran tambahkan voice setiap karakter mengucapkan selamat ulang tahun dong untuk player yang sedang ulang tahun,5,0,3.7.0,2025-11-27 09:33:51,,,3.7.0
b122bc31-d4f8-46c8-9c09-0b8355151194,Areta,https://play-lh.googleusercontent.com/a-/ALV-UjXOaaCxCWb_G99w7IMGudexMWUqTD2Ag9PZTWH3DwtWxY6GPVyjIg,peak game,5,0,3.7.0,2025-11-27 06:30:00,,,3.7.0
2c0d874a-95e6-4df3-aa26-0eb1b2a7815e,Fazli Zaidan Firas,https://play-lh.googleusercontent.com/a-/ALV-UjXhArQraixGVTvpT5agKIxsOlta2BTwithaHjcv3LWTYWx-xUuKdQ,kasih saya hadiahlah kan saya player lama masa disamaiin player baru nanti saya naikin bintangnnya kalo didengar developer,1,0,3.7.0,2025-11-27 01:03:02,,,3.7.0
2295023a-317f-4054-af94-0883b5377ff4,Ibnu ramadhan,https://play-lh.googleusercontent.com/a-/ALV-UjUX_ytECJnmawAAqdZzxScgofLC8Ucz30whEJtG2bPLp9Sk8vMAyg,panjang panjang game baik,5,0,3.7.0,2025-11-27 00:46:37,,,3.7.0
03225c5d-4df0-4ede-95c1-d64447ff351f,Raditya Putra Andestha,https://play-lh.googleusercontent.com/a-/ALV-UjXQi1Wx87nqlwjdAC_ronRVw23NEXqYsqG54Daoip9jTRohtvR3,karena ada itou miku,5,0,3.7.0,2025-11-26 21:36:37,,,3.7.0
38d259d6-53b1-456d-84e2-40ef08306b50,Haris Sudana,https://play-lh.googleusercontent.com/a-/ALV-UjV83KaphJGWyDAkIhxWaH8EYkpRDnyyc9dUyRrcX6HG-Clw4is,"udah mantap gamenya, juga sudah berani Collab dengan anime. cuma masalahnya satu. storage saya gak muat lagi. ini game harus bersaing sama game dalam hp saya yang lain seperti Genshin Impact, WuWa, Mobile Legends, Seven Knight Rebirth, CZN dan ZZZ. HSR ini storagenya terbesar ketiga setelah GI dan WuWa, kira² 36 GB an, jadi saya putuskan untuk uninstall HSR dulu sementara, karena saya harus nabung dulu buat beli hp baru, supaya mainin game ini. sayang sekali ya. andai storagenya cuma 8-15 gb an.",5,1,2.1.0,2025-11-26 18:19:07,"Kami mohon maaf atas ketidaknyamanan yang Anda alami, Trailblazer.

Kalau Anda memiliki masukan atau saran, silakan hubungi kami melalui email atau feedback in-game.",2024-04-02 10:14:40,2.1.0
8f91d0cc-e850-4e05-8ed1-8952c8b53f6d,Firman Maulana,https://play-lh.googleusercontent.com/a/ACg8ocIR-oAXNYtt7Bf9vkadJhxs5SKfYd15BcFIpllfon_9YNfuvQ=mo,Game yang sangat baik hati sering membagi character gratis dan mudah dapat B5,5,0,3.7.0,2025-11-26 09:56:26,,,3.7.0
3cb21d5e-d1d3-4a65-84cc-a617d058762d,adrian,https://play-lh.googleusercontent.com/a-/ALV-UjUsdt6L6WzEN_x2KWUZCyN_q-_Wfsme4kgpEGposIXYu_uMNqyz,good game dan tidak jelek optimal cukup. saran ku kalo mau main nih siapin aja hp gaming atau hp menengah bisa minimal 12gb/512,5,0,3.7.0,2025-11-26 08:24:22,,,3.7.0
96579d3a-5b6f-4bc3-82c7-bcc7a1556275,Mokhamad Mustofa,https://play-lh.googleusercontent.com/a-/ALV-UjU4UNkdW4RGI1hFfT-vwmY1S9huNh1hUj8U_0bxr1lN-Zp4SXg,"tingkat musuh di currency war sangat sulit, jika tidak mendapatkan buff owlbert",1,1,3.7.0,2025-11-26 07:54:27,,,3.7.0
0e2ffacb-20bc-40b6-b66e-1b38a8c7fd86,Fachri Rizky,https://play-lh.googleusercontent.com/a-/ALV-UjViY9evGhYWODlPxhCofsM0gK2AOpPlT_8HX-AvULfirkTYMSYF,ohh no selalu high pity dan kalah rate off ampas nyaa akun kuh 😭,5,0,3.7.0,2025-11-26 02:10:01,,,3.7.0
b08c401c-9793-4099-999d-48c8f87ab9c6,Nixon Ganendra,https://play-lh.googleusercontent.com/a-/ALV-UjX4SAS1kuN-MUNqULv6tl-B9krPvHxsNLoy4j9EOoHy-jRRb8Sz,Sistem gachanya sampah banget,3,0,3.7.0,2025-11-26 01:23:28,,,3.7.0
35e93ad1-9813-4108-8db0-70cb837a9991,R9ns,https://play-lh.googleusercontent.com/a-/ALV-UjXkyV7J_GJEAg5jl87YqmgbkbpfAzhZreUgJg-DXwoaiJ2RdzZp,kalau gaada Robin udah bintang 1 ini game,2,0,3.5.0,2025-11-26 00:31:50,,,3.5.0
69e8482b-9044-4fb4-9c16-72eb98964a66,casual gaming,https://play-lh.googleusercontent.com/a-/ALV-UjUKwVRIbVr54NGwFYv2AD_36KTb7Y37951XsvuyQanyLfoMBQmy,"game dengan sistem gacha terk*k*r dari semua game gacha yang kumainkan, perlukah player baru main harus merasakan yang dinamakan lose 50/50??? bukannya seharusnya diberikan win condition supaya player baru betah??",1,2,3.7.0,2025-11-25 22:51:06,,,3.7.0
f3260ca5-3b4e-488c-acaa-3d6074145c1c,Stelle,https://play-lh.googleusercontent.com/a-/ALV-UjXuzFp0-8FsESX9YZq_2yYSsSKZcoziG7Yt_4hCFPDPbjJWIdvy,Duh hard pityyy pokoknya ganti rugi gak menang rate off😹😹😹😹,1,1,3.6.0,2025-11-25 13:06:32,,,3.6.0
d47a4c40-13a7-46da-a6b0-9091ee1da077,RAY LUCK,https://play-lh.googleusercontent.com/a-/ALV-UjWAFzAu2tVxffd8aLFM4y-6ZQE8HdAw0uV0xNFgZ4IN0mxCa9s,dapat caracter yg disukai susah,4,0,,2025-11-25 12:31:16,,,
ce4a91a9-6b99-4067-9a31-c1803a7d53d6,Dion Yon,https://play-lh.googleusercontent.com/a-/ALV-UjWgckSW9qVY_FrK0FnOKN9Lmg3fVp9yIq-j76tkeQOW6E51p6JR,sudah 2x gacha gak dapet dapet ngumpulin crystal mau gacha ceurene eh malah dapet bronya hadeuh udah 2x gacha gak sesuai dulu saber dapetnya lain sekarang sama hadeh,1,0,,2025-11-25 11:33:15,"Halo, Trailblazer! Trailblazer dapat melihat aturan sistem Warp di bagian [Rincian] pada halaman Warp. Jika kamu memiliki pertanyaan tentang perincian dari aturan tersebut, silakan hubungi tim Layanan Customer Support kami melalui feedback in-game atau melalui email.",2025-08-14 10:45:54,
fda074bb-f09d-470a-ba0d-e4417ce123cd,Indra Setiawan,https://play-lh.googleusercontent.com/a-/ALV-UjWAGfL9z2KdeTmtqs86coY31XXxJ0Mdr6fUJ0CRtz_bz-rPKxc,can you add feature for hide Dmg Number,5,0,3.7.0,2025-11-25 11:22:57,,,3.7.0
bc720b3c-901d-45ae-9df8-5b4235c654d9,QUANEISHA ATHIFA,https://play-lh.googleusercontent.com/a-/ALV-UjU2JC1Z6McqvIuPtVf-vLxwDoCXAN9ZnCu1kU70-l1G-DZsDtty,"Overall udh bagus, tapi powercreep nya gila banget jadi setiap ada karakter baru jadi kayak dipaksa gacha gtu biar ga ketinggalan meta, musuh nya juga makin lama makin gila",4,1,3.7.0,2025-11-25 09:59:44,,,3.7.0
6c896127-697d-46ec-a97d-5e267bb662bb,Lord Putra,https://play-lh.googleusercontent.com/a-/ALV-UjUI13an3l9Xqu5vUVdnaD99NmqA7SIh4gl5KeF-pLp_3Lch6sTz,i just hate this game,1,4,3.7.0,2025-11-25 09:18:05,"We sincerely apologize for your unsatisfactory experience, Trailblazer. If you have any feedback or suggestions, please send us an email or contact Customer Service via in-game feedback to help us improve the game.",2025-11-25 11:43:11,3.7.0
cf66cfee-fc73-471a-a237-378e8194feb1,Iqischan_Cyrene_castorice,https://play-lh.googleusercontent.com/a/ACg8ocJv_5PRlcPI08kjKerememYxaOAppulQyd3wXr-XYiKIi5XB04=mo,mihoyo plisss dong update jangan besar besaran mihoyo aku butuh main hsr terima kasih 😭😭🙏🏻,5,0,3.7.0,2025-11-25 08:13:09,,,3.7.0
bf5eee2a-caba-4b60-b312-52fd52129124,Abdul Aziz,https://play-lh.googleusercontent.com/a/ACg8ocIoFLIAODLu8UEg097cATD0-P2X0he-z1_jfkvv2Qeesd0JfQ=mo,"game apaan ini mendingan GI, kikir bnget, gachaannya hard pity trus, banyak eventnya tpi kikir ngasih jade nya susah lagi, udah lh ngapain ngabis ngabisin kuota buat game ni",1,0,3.7.0,2025-11-25 07:10:18,,,3.7.0
67619c12-71ed-45d0-81a0-a83af78ff209,Chuu,https://play-lh.googleusercontent.com/a-/ALV-UjVBYE5olS0_ohD0ue7An7xPJzMENzWGu2mTP883t7DSG5c1Jeg,"wah makin2 ni game sm inflasi HP musuh. GA ENJOY NYELESAIN END GAME NYA, bnyk char yg kena powercrept. Hadeh, jd kudu bereidolon dlu baru bs nyelesain. Mana rng relic ampas trus yaelah",2,2,3.7.0,2025-11-25 03:24:56,,,3.7.0
90718bd4-0e82-4016-94f6-92c3b62b5222,SCOTTZ GAMEZ,https://play-lh.googleusercontent.com/a-/ALV-UjUwUwU0hRd9GfL9Rla5iqjskXi20KGw7mgbbJALGxqAVbR3Ti6w,"Remove the Login Limit Bug ""Too Many Requests and Accounts at Risk"" 🤬🤬🤬",1,0,3.7.0,2025-11-25 00:44:50,"We sincerely apologize for your unsatisfactory experience, Trailblazer. Please contact our Customer Service team via email for specific help with this issue.",2025-11-25 07:16:59,3.7.0
447a6e31-38b5-4e89-bcbc-05eff8123265,Tansah Tegar Muhtarom,https://play-lh.googleusercontent.com/a-/ALV-UjWSL4rWqaQDEyiAHMtbD2w6X5M4CqJ8KEiRkvjz5MGJfhI62yaz,misi nya agak sulit sama unduh datanya lama banget 😔😔,3,0,,2025-11-24 16:12:42,,,
7c4a473c-4930-4424-9407-82e349b42743,Dhafin Rizqi mubarok,https://play-lh.googleusercontent.com/a-/ALV-UjV8pxmfWlDc18XMBLGR_fNYj2AZCsY6Y0e5iYlOMRNkOm99SoY,"singkat saja, story mantap, voice actor. mantap, subtitle bahasa Indonesia ga terlalu baku dan kocak",5,0,3.7.0,2025-11-24 14:52:59,,,3.7.0
678619df-d562-402f-a7e8-f2d07dd44ea7,Aline Melanie,https://play-lh.googleusercontent.com/a-/ALV-UjUHnSQh8ht8vhnDIDWz7Vscqsxh7dHlqQq9SJIjdnRo54DAGIs,"saran aja, biar ga power creep, terapkan sistem buff, nerf pada karakter agar lebih bagus",5,0,,2025-11-24 14:19:59,,,
a4755de0-464d-4b23-8b62-af6edea982a3,Lynrv,https://play-lh.googleusercontent.com/a-/ALV-UjW6QJtFyw-plE6Esz2sNnSq7cCDHTGSWpGwuzCwZL71J_6wPjc,"I actually like the interaction between the chara to the MC, but why do things that clearly need more interaction like Phainon and Cyrene have to be shifted to the MC?? In fact, I think if they had more interaction, explained things to each other, and didn't constantly focus on fan service, the story would be more mature. What I'm explaining isn't ship, but a complaint. In the future, please think more about the interactions between characters.",2,0,,2025-11-24 13:16:12,,,
5182f5f0-3054-45fc-8ceb-52b5261d428c,Tio Rio,https://play-lh.googleusercontent.com/a/ACg8ocLysGYuf598dfcwShHxQ4Aq7LuiRsMUZvif3GyB36QsQktZrQ=mo,"visual yang memanjakan mata, cerita yang sangat bagus dan karakter development yang luar biasa",5,0,3.7.0,2025-11-24 12:17:53,,,3.7.0
432cf764-d855-4ca2-986f-b8193da8fd55,Muhammad Rifky,https://play-lh.googleusercontent.com/a-/ALV-UjWDVJcafuGPucA678XB0gS1BgYjrzvhBqcKoMHGJeiCUZ6_Yb5L,Game Terkikir yg pernah gw mainin ditambah kapasitas nya semakin banyak lebih baik mainin game buatan kuro games,1,1,3.7.0,2025-11-24 07:49:49,,,3.7.0
9a9ee9a2-2bf3-4ca7-afc8-5059edfc1ee2,Stefanus Haran,https://play-lh.googleusercontent.com/a-/ALV-UjW4RgWYYWMvzXl_q7KBDtjKkJCwNPAbtyeYvx1ciUwkhsfUrmvB,gk enak dimainin mending gensin impack,1,0,,2025-11-24 05:58:40,,,
6ae6b285-1687-4523-b77d-f226684c8750,Mikael Bendro,https://play-lh.googleusercontent.com/a-/ALV-UjV99EruIXQvgmv0yzpmhYDaB6oTai_ID0juAqm1VIQGecAjcV5L,GAME BAGUSSSS,5,0,,2025-11-24 05:46:57,,,
7283d5bf-e9b5-4ab2-895c-d271c67f2218,Nico Andriano,https://play-lh.googleusercontent.com/a/ACg8ocIwDyWgfsScLXmpmmlgHnYGivxskqCdAjD6g3D4CfAmoV3CGxo=mo,i lost 50/50🤕,5,0,3.7.0,2025-11-24 03:40:12,,,3.7.0
91130dc6-1ce2-4154-9fe4-79b803a795b4,Hamzah Pahlawan,https://play-lh.googleusercontent.com/a-/ALV-UjVXcpI-1JzVg4eV-wF9rnag-nZKGzi4KTydvcipNlQRN5pW3u70,Just great,1,0,3.7.0,2025-11-23 06:46:47,"Thank you for supporting Honkai: Star Rail, Trailblazer! If you have any issues with your game experience, please send us an email or contact Customer Service for help via in-game feedback.",2025-11-24 09:00:15,3.7.0
0e837346-4deb-4230-acad-c965401eb71c,MUHAMMAD RAFLI Al Fachruddin,https://play-lh.googleusercontent.com/a/ACg8ocInN1jCMmwcMnA6oBnEmy-ARMXpfqIiGAvlkcvWKHNhSqMVoQ=mo,story terbarunya seru,5,0,,2025-11-23 04:55:47,,,
c1a2dde4-f4ee-458e-ac6d-5bfe63519e7a,Azim GMG,https://play-lh.googleusercontent.com/a-/ALV-UjVbVB8kaMnjic_HMnSnTABiT0_ZTdOgN17spH9VjM0iQlmV-uS6,better than genshin,5,0,3.7.0,2025-11-23 03:14:40,,,3.7.0
5121c3f8-9a3e-4831-aa40-6ae52eb1deac,Zacky Affan,https://play-lh.googleusercontent.com/a/ACg8ocKA6JuBlcApdZw4WMmcLc4AtuOTgjP4eBqMr-PKrernnKsRWw=mo,game peak dari hoyoverse,5,0,3.7.0,2025-11-23 03:10:06,,,3.7.0
f4b8ceb8-47e6-400f-9d4a-cd91ce6818e2,Ibrahim Danar Reizaky,https://play-lh.googleusercontent.com/a-/ALV-UjWuQAbwAMxNVDjVwT8ZxK4INT6pX-W1pbE2ifp9nL5wHdhliHs,Semakin lama makin sering frame drop dan bikin panas padahal sebelum amphoreus rilis masih lancar sekali. harapan saya untuk bisa dilancarkan lagi seperti dulu,2,0,3.1.0,2025-11-23 02:32:01,,,3.1.0
1ca1ca94-2774-4f8c-bd8b-b4d5fa6e692c,Sep Quin,https://play-lh.googleusercontent.com/a-/ALV-UjVsUdA9Cj7qBb39r0xL7c4K20v1LYEPyd-J4JWtUdrUSg8iD5k,seru,5,0,3.7.0,2025-11-23 01:02:03,,,3.7.0
d4bac2e2-1463-4a8b-80c0-d0ea2b97b281,Ahmad Luthvi,https://play-lh.googleusercontent.com/a/ACg8ocK_huPUxTMDELukdWQdaeDK3wbP9GW7GM2vdNKTKx4J8SKyNg=mo,"game terseruuu!,aku udah main dan itu seru",5,0,,2025-11-22 22:48:29,,,
99e67f14-0c5b-4cce-9f71-23052c216561,Fiqri Latif,https://play-lh.googleusercontent.com/a-/ALV-UjXf7mp2sM-ht9LtZU4WrGIGX2TVHPxptzsUyyzYPC2pTG7hHac,"ada baiknya juga aku menghapus game ini, mengingat planet Edo star yang telah ku tunggu selama ini di cancel saat hampir mendekati versi 4.0 ~",1,18,1.5.0,2025-11-22 17:26:19,,,1.5.0
7b25afd5-1de1-4306-8a33-5dc26ab95bc9,Karinna Safira,https://play-lh.googleusercontent.com/a-/ALV-UjUDGLPF2lRZnSSp83UTly0bcDVYJfzGSEGB8KRahYPkQpR-hxKm,JAHAT LO HA NGASIH GUE SI PINK,1,1,3.7.0,2025-11-22 14:14:46,,,3.7.0
0f35a407-a8ac-4a69-a2a7-59930693d31f,finesytt geming,https://play-lh.googleusercontent.com/a-/ALV-UjUYaZ_bByGEHjb8arXsvPnzCcKLQtIkXZOf2Wnw69O6hMggTLms,"Overall bagus, tapi disini kebanyakan 5★ nya jadi...tolong kedepannya tambahin 4★ juga plis, tahun kmrn/bbrp bulan kmrn nggak salah si Moze doang:)) [biar ga begitu2 mulu lah, 4★ nya, dari design kek, skill, powernya. kasian yg F2P ini bahh]",5,0,3.7.0,2025-11-22 13:59:57,,,3.7.0
